generation biomass,generation solar,generation fossil oil,generation nuclear,generation fossil gas,generation wind onshore
339.0,29.0,278.0,7110.0,3613.0,5061.0
333.0,29.0,268.0,7109.0,3618.0,4810.0
337.0,30.0,283.0,7109.0,3764.0,4645.0
345.0,28.0,285.0,7107.0,4229.0,4448.0
357.0,57.0,298.0,7107.0,4721.0,4393.0
370.0,202.0,305.0,7108.0,5428.0,4449.0
353.0,923.0,296.0,7110.0,5810.0,4299.0
352.0,1698.0,265.0,7109.0,6018.0,4138.0
348.0,2243.0,284.0,7110.0,5791.0,4493.0
347.0,2446.0,294.0,7109.0,5524.0,5051.0
349.0,2564.0,299.0,7109.0,5341.0,5186.0
351.0,2649.0,301.0,7108.0,5176.0,4880.0
353.0,2380.0,303.0,7108.0,5228.0,4616.0
352.0,1968.0,306.0,7108.0,5423.0,4444.0
354.0,1329.0,306.0,7107.0,5563.0,4149.0
359.0,388.0,306.0,7107.0,5786.0,4038.0
355.0,82.0,307.0,7108.0,6191.0,4095.0
360.0,53.0,308.0,7108.0,6274.0,3941.0
377.0,33.0,301.0,7107.0,5984.0,4152.0
372.0,34.0,306.0,7108.0,5695.0,4553.0
368.0,36.0,311.0,7110.0,5116.0,4653.0
364.0,36.0,303.0,7110.0,4509.0,4667.0
367.0,36.0,295.0,7112.0,4324.0,4721.0
365.0,35.0,294.0,7110.0,4329.0,4693.0
363.0,33.0,284.0,7112.0,4445.0,4684.0
368.0,34.0,276.0,7112.0,4465.0,4707.0
367.0,34.0,291.0,7113.0,4577.0,4742.0
368.0,32.0,295.0,7111.0,4881.0,4853.0
369.0,39.0,297.0,7108.0,5620.0,4920.0
357.0,218.0,281.0,7108.0,6035.0,4952.0
351.0,1119.0,285.0,7109.0,6180.0,4795.0
215.0,2062.0,301.0,7109.0,5744.0,4412.0
218.0,3096.0,303.0,7111.0,5558.0,4226.0
210.0,3544.0,306.0,7110.0,5356.0,4157.0
353.0,3577.0,293.0,7110.0,5450.0,3928.0
345.0,3258.0,292.0,7107.0,5371.0,3742.0
333.0,2685.0,296.0,7108.0,5624.0,3617.0
340.0,1994.0,299.0,7108.0,5562.0,3596.0
338.0,1055.0,299.0,7098.0,5976.0,3638.0
345.0,295.0,322.0,7100.0,6641.0,3843.0
369.0,183.0,336.0,7109.0,6801.0,4324.0
361.0,82.0,340.0,7110.0,6715.0,4692.0
361.0,26.0,341.0,7112.0,6447.0,4871.0
373.0,25.0,343.0,7111.0,5846.0,4855.0
384.0,23.0,340.0,7111.0,5352.0,4776.0
365.0,24.0,335.0,7112.0,4900.0,4758.0
351.0,24.0,329.0,7112.0,4691.0,4840.0
353.0,24.0,328.0,7111.0,4551.0,4774.0
354.0,23.0,325.0,7112.0,4360.0,4346.0
353.0,24.0,326.0,7111.0,4519.0,3941.0
352.0,24.0,327.0,7111.0,4889.0,3654.0
354.0,23.0,328.0,7110.0,5305.0,3557.0
356.0,48.0,334.0,7109.0,5910.0,3560.0
358.0,132.0,331.0,7109.0,6687.0,3495.0
357.0,734.0,325.0,7109.0,6724.0,3351.0
360.0,1652.0,314.0,7109.0,6631.0,3207.0
359.0,2349.0,309.0,7106.0,6639.0,3251.0
357.0,2945.0,309.0,7107.0,6479.0,3130.0
355.0,3258.0,307.0,7108.0,6512.0,2829.0
360.0,3203.0,308.0,7108.0,6391.0,2682.0
359.0,2992.0,316.0,7108.0,6270.0,2579.0
359.0,2559.0,316.0,7109.0,6270.0,2517.0
353.0,1728.0,314.0,7108.0,6590.0,2375.0
357.0,655.0,316.0,7107.0,6737.0,2293.0
353.0,215.0,314.0,7107.0,6999.0,2355.0
348.0,162.0,317.0,7108.0,6959.0,2291.0
349.0,90.0,317.0,7109.0,6862.0,2235.0
352.0,47.0,317.0,7109.0,6634.0,2178.0
346.0,35.0,316.0,7109.0,6172.0,2112.0
345.0,35.0,310.0,7109.0,5327.0,2026.0
347.0,35.0,305.0,7108.0,5038.0,1977.0
347.0,33.0,302.0,7109.0,4574.0,1912.0
346.0,36.0,309.0,7109.0,4431.0,1883.0
348.0,34.0,303.0,7109.0,4661.0,1932.0
347.0,35.0,309.0,7110.0,5133.0,1964.0
345.0,34.0,310.0,7108.0,5574.0,1956.0
348.0,60.0,318.0,7107.0,6615.0,1892.0
358.0,175.0,311.0,7107.0,7012.0,1762.0
379.0,1055.0,314.0,7104.0,7161.0,1575.0
388.0,2110.0,315.0,7101.0,6952.0,1513.0
388.0,3175.0,305.0,7102.0,6959.0,1538.0
389.0,3743.0,309.0,7104.0,6823.0,1497.0
389.0,3955.0,320.0,7106.0,6638.0,1438.0
387.0,3984.0,326.0,7104.0,6287.0,1397.0
388.0,3836.0,326.0,7104.0,6230.0,1287.0
388.0,3553.0,325.0,7104.0,6190.0,1221.0
386.0,2674.0,325.0,7105.0,6346.0,1181.0
389.0,1013.0,324.0,7106.0,6917.0,1072.0
389.0,284.0,326.0,7107.0,7239.0,1096.0
389.0,227.0,327.0,7107.0,7109.0,1146.0
392.0,131.0,328.0,7109.0,7081.0,1262.0
392.0,73.0,331.0,7108.0,6848.0,1459.0
384.0,48.0,329.0,7110.0,6531.0,1516.0
382.0,29.0,310.0,7109.0,5445.0,1525.0
378.0,29.0,305.0,7108.0,5179.0,1545.0
381.0,28.0,305.0,7108.0,4852.0,1590.0
380.0,29.0,305.0,7108.0,4774.0,1667.0
378.0,28.0,298.0,7108.0,4869.0,1606.0
381.0,29.0,302.0,7108.0,4747.0,1494.0
381.0,27.0,304.0,7108.0,4901.0,1396.0
377.0,66.0,301.0,7108.0,5381.0,1258.0
378.0,257.0,295.0,7108.0,5042.0,1120.0
378.0,1133.0,292.0,7107.0,5572.0,766.0
377.0,1942.0,291.0,7107.0,5704.0,592.0
369.0,2528.0,290.0,7106.0,5770.0,533.0
360.0,2902.0,290.0,7107.0,5678.0,471.0
365.0,2877.0,291.0,7105.0,5744.0,602.0
353.0,2683.0,282.0,7104.0,5499.0,732.0
355.0,2242.0,281.0,7104.0,5295.0,762.0
355.0,1467.0,283.0,7104.0,5066.0,940.0
355.0,716.0,283.0,7104.0,5199.0,1033.0
355.0,183.0,283.0,7104.0,5669.0,1415.0
353.0,99.0,283.0,7105.0,5858.0,2076.0
352.0,86.0,281.0,7105.0,5606.0,2620.0
357.0,36.0,270.0,7105.0,5416.0,3125.0
349.0,33.0,261.0,7106.0,5358.0,3852.0
345.0,30.0,261.0,7104.0,5157.0,4416.0
347.0,28.0,259.0,7105.0,4197.0,4870.0
348.0,28.0,259.0,7105.0,4020.0,5244.0
344.0,27.0,259.0,7105.0,4064.0,5513.0
344.0,27.0,259.0,7102.0,3995.0,5835.0
346.0,29.0,250.0,7102.0,4055.0,6075.0
344.0,30.0,257.0,7104.0,4218.0,5977.0
346.0,27.0,255.0,7103.0,4214.0,5721.0
345.0,69.0,259.0,7103.0,4046.0,5504.0
345.0,144.0,261.0,7103.0,3984.0,5529.0
348.0,699.0,261.0,7102.0,3744.0,5636.0
349.0,1298.0,261.0,7102.0,3491.0,5628.0
349.0,2009.0,260.0,7103.0,3421.0,5538.0
349.0,2429.0,260.0,7103.0,3649.0,5400.0
338.0,2698.0,261.0,7105.0,3499.0,5062.0
348.0,2635.0,261.0,7105.0,3560.0,5061.0
349.0,2475.0,260.0,7106.0,3463.0,5410.0
350.0,2146.0,255.0,7105.0,3496.0,5586.0
346.0,1567.0,254.0,7104.0,3498.0,5509.0
349.0,639.0,253.0,7105.0,3919.0,5888.0
345.0,173.0,256.0,7103.0,4124.0,6343.0
347.0,111.0,255.0,7103.0,4235.0,6694.0
349.0,24.0,258.0,7103.0,4084.0,6717.0
343.0,20.0,262.0,7104.0,4218.0,6673.0
345.0,20.0,246.0,7102.0,4359.0,6428.0
344.0,20.0,239.0,7101.0,4344.0,6048.0
344.0,20.0,239.0,7102.0,4192.0,5740.0
340.0,20.0,239.0,7101.0,4185.0,5477.0
339.0,20.0,239.0,7103.0,4117.0,5615.0
345.0,19.0,239.0,7102.0,4077.0,5447.0
351.0,20.0,240.0,7102.0,4299.0,5867.0
348.0,20.0,240.0,7101.0,5381.0,5999.0
345.0,62.0,251.0,7100.0,6131.0,5930.0
347.0,239.0,282.0,7102.0,6165.0,5847.0
352.0,1060.0,288.0,7102.0,6149.0,5257.0
345.0,1960.0,289.0,7102.0,6383.0,5108.0
351.0,2799.0,287.0,7101.0,6432.0,5279.0
347.0,3304.0,287.0,7102.0,6562.0,5312.0
348.0,3534.0,285.0,7103.0,6326.0,5316.0
349.0,3508.0,289.0,7101.0,5903.0,5249.0
343.0,3326.0,289.0,7102.0,5595.0,5501.0
343.0,2873.0,282.0,7101.0,5489.0,5876.0
347.0,2011.0,288.0,7101.0,6059.0,5978.0
351.0,680.0,300.0,7100.0,6815.0,5916.0
354.0,244.0,310.0,7102.0,6789.0,6441.0
353.0,213.0,307.0,7103.0,6719.0,6997.0
348.0,176.0,309.0,7103.0,6285.0,7287.0
340.0,152.0,313.0,7103.0,5886.0,7183.0
342.0,128.0,314.0,7103.0,5113.0,6879.0
344.0,49.0,307.0,7102.0,4149.0,6676.0
349.0,43.0,302.0,7102.0,3887.0,6591.0
352.0,43.0,301.0,7105.0,3899.0,6600.0
343.0,31.0,298.0,7104.0,3965.0,6537.0
345.0,30.0,280.0,7105.0,3901.0,6462.0
344.0,31.0,281.0,7106.0,3901.0,6451.0
345.0,31.0,282.0,7104.0,4634.0,6266.0
343.0,38.0,282.0,7104.0,5270.0,6124.0
347.0,288.0,291.0,7105.0,5848.0,5908.0
347.0,1306.0,292.0,7105.0,5768.0,5482.0
336.0,2212.0,291.0,7105.0,6178.0,5107.0
345.0,2864.0,300.0,7099.0,6258.0,4986.0
348.0,3307.0,305.0,7103.0,6096.0,4963.0
348.0,3507.0,305.0,7102.0,6119.0,4739.0
345.0,3475.0,311.0,7101.0,5917.0,4768.0
346.0,3212.0,310.0,7100.0,5794.0,4899.0
342.0,2699.0,302.0,7100.0,5800.0,5092.0
345.0,1754.0,306.0,7100.0,5948.0,5057.0
346.0,418.0,315.0,7100.0,6164.0,5123.0
344.0,51.0,314.0,7102.0,6388.0,5454.0
346.0,45.0,304.0,7104.0,6192.0,5459.0
355.0,28.0,312.0,7106.0,5939.0,5537.0
357.0,29.0,313.0,7106.0,5613.0,5546.0
358.0,29.0,315.0,7105.0,5374.0,5249.0
360.0,28.0,308.0,7105.0,4150.0,4899.0
358.0,29.0,309.0,7107.0,4043.0,4728.0
357.0,28.0,314.0,7106.0,3961.0,4171.0
358.0,28.0,305.0,7107.0,3954.0,3742.0
361.0,28.0,304.0,7107.0,4009.0,3377.0
360.0,28.0,313.0,7107.0,3971.0,3164.0
359.0,28.0,314.0,7106.0,4798.0,3014.0
358.0,35.0,307.0,7104.0,5476.0,2845.0
359.0,224.0,304.0,7104.0,6045.0,2952.0
366.0,1091.0,304.0,7103.0,6333.0,2958.0
361.0,1935.0,291.0,7101.0,6367.0,2862.0
362.0,2497.0,307.0,7102.0,6200.0,2845.0
360.0,2807.0,311.0,7102.0,5775.0,3017.0
362.0,2947.0,317.0,7101.0,5696.0,3060.0
364.0,2855.0,317.0,7100.0,5749.0,3038.0
361.0,2457.0,319.0,7100.0,5694.0,2945.0
367.0,1786.0,326.0,7099.0,5709.0,2817.0
372.0,953.0,331.0,7088.0,5994.0,2563.0
384.0,184.0,334.0,7090.0,6187.0,2601.0
382.0,49.0,335.0,7097.0,6603.0,2880.0
375.0,46.0,335.0,7099.0,6646.0,3103.0
374.0,31.0,336.0,7100.0,6389.0,3118.0
376.0,26.0,331.0,7104.0,6307.0,2986.0
370.0,27.0,328.0,7106.0,6166.0,2998.0
358.0,27.0,319.0,7105.0,5104.0,3338.0
364.0,26.0,312.0,7104.0,4696.0,3505.0
381.0,26.0,310.0,7106.0,4581.0,3495.0
381.0,25.0,300.0,7094.0,4440.0,3440.0
380.0,26.0,300.0,6996.0,4443.0,3293.0
379.0,26.0,311.0,6920.0,4605.0,3061.0
381.0,26.0,314.0,6882.0,5241.0,3004.0
381.0,33.0,317.0,6889.0,6058.0,2546.0
383.0,58.0,319.0,6938.0,6629.0,2564.0
386.0,247.0,316.0,6938.0,6842.0,2339.0
386.0,536.0,316.0,6937.0,6874.0,1918.0
386.0,872.0,310.0,6938.0,6834.0,1799.0
385.0,1186.0,307.0,6939.0,6794.0,1828.0
377.0,1338.0,307.0,6937.0,6646.0,1980.0
368.0,1311.0,310.0,6891.0,6693.0,2026.0
370.0,1105.0,318.0,6882.0,6701.0,1977.0
374.0,817.0,321.0,6881.0,6669.0,1852.0
374.0,409.0,321.0,6883.0,6796.0,1712.0
376.0,90.0,324.0,6904.0,6947.0,1854.0
375.0,46.0,323.0,6940.0,7320.0,2263.0
375.0,44.0,325.0,6938.0,7332.0,2883.0
377.0,34.0,327.0,6941.0,7346.0,3556.0
369.0,32.0,333.0,6948.0,6296.0,3633.0
367.0,29.0,332.0,7014.0,5543.0,3839.0
361.0,30.0,323.0,7079.0,4559.0,4249.0
356.0,30.0,314.0,7093.0,4169.0,4638.0
377.0,27.0,316.0,7101.0,4009.0,5398.0
378.0,29.0,309.0,7102.0,4071.0,5822.0
364.0,29.0,295.0,7101.0,4011.0,6372.0
376.0,30.0,313.0,7102.0,3987.0,6847.0
380.0,29.0,311.0,7100.0,4446.0,7323.0
381.0,34.0,312.0,7099.0,4770.0,8321.0
365.0,91.0,301.0,7099.0,4688.0,8381.0
336.0,445.0,295.0,7098.0,4916.0,8189.0
337.0,934.0,301.0,7096.0,5070.0,8264.0
336.0,1458.0,301.0,7097.0,5177.0,8237.0
334.0,1896.0,303.0,7098.0,5070.0,8045.0
345.0,2165.0,308.0,7098.0,4899.0,8016.0
374.0,2183.0,309.0,7101.0,4875.0,7786.0
391.0,2128.0,309.0,7102.0,4827.0,7725.0
392.0,1753.0,308.0,7104.0,4349.0,7930.0
392.0,1101.0,307.0,7103.0,4762.0,7984.0
401.0,270.0,324.0,7101.0,5014.0,7865.0
401.0,50.0,324.0,7101.0,5221.0,7987.0
403.0,47.0,322.0,7103.0,5411.0,7791.0
404.0,26.0,324.0,7102.0,5658.0,7545.0
405.0,24.0,324.0,7105.0,5178.0,6900.0
406.0,25.0,324.0,7106.0,5311.0,6386.0
407.0,26.0,305.0,7105.0,4954.0,5661.0
407.0,26.0,289.0,7105.0,4973.0,5257.0
407.0,24.0,291.0,7107.0,4392.0,4784.0
407.0,25.0,287.0,7107.0,4388.0,4799.0
404.0,25.0,291.0,7106.0,4203.0,4875.0
402.0,25.0,284.0,7107.0,4089.0,4977.0
401.0,25.0,286.0,7107.0,4107.0,4848.0
403.0,33.0,286.0,7107.0,4390.0,4697.0
406.0,432.0,279.0,7107.0,4598.0,4379.0
405.0,1455.0,279.0,7108.0,4693.0,3494.0
400.0,2238.0,285.0,7106.0,4807.0,2779.0
400.0,2811.0,286.0,7105.0,4852.0,2538.0
401.0,3166.0,287.0,7105.0,4396.0,2601.0
403.0,3251.0,287.0,7105.0,4548.0,2588.0
403.0,3216.0,277.0,7105.0,4382.0,2434.0
402.0,3078.0,273.0,7102.0,4349.0,2266.0
391.0,2738.0,273.0,7100.0,4210.0,2168.0
375.0,1933.0,275.0,7099.0,4356.0,2148.0
387.0,643.0,274.0,7097.0,4630.0,2305.0
398.0,92.0,271.0,7098.0,5004.0,2737.0
402.0,50.0,274.0,7101.0,5260.0,3095.0
400.0,33.0,274.0,7100.0,5364.0,3183.0
398.0,33.0,253.0,7101.0,5428.0,3324.0
398.0,31.0,252.0,7103.0,5583.0,3231.0
401.0,30.0,249.0,7105.0,4719.0,2946.0
396.0,30.0,249.0,7107.0,4764.0,2800.0
397.0,30.0,249.0,7106.0,4337.0,2761.0
394.0,30.0,250.0,7107.0,4181.0,2808.0
398.0,30.0,247.0,7107.0,3926.0,2824.0
394.0,30.0,247.0,7108.0,3894.0,2925.0
390.0,30.0,250.0,7107.0,4054.0,2903.0
390.0,40.0,251.0,7106.0,4010.0,2744.0
392.0,310.0,250.0,7104.0,3942.0,2520.0
390.0,1066.0,250.0,7105.0,4176.0,2280.0
393.0,1720.0,248.0,7105.0,4033.0,2108.0
386.0,2275.0,248.0,7107.0,4018.0,2087.0
387.0,2660.0,251.0,7106.0,3872.0,2144.0
392.0,2849.0,247.0,7105.0,3902.0,2218.0
389.0,2840.0,239.0,7103.0,3933.0,2383.0
390.0,2662.0,239.0,7100.0,3696.0,2625.0
389.0,2282.0,238.0,7099.0,3703.0,2928.0
388.0,1567.0,246.0,7098.0,3645.0,3330.0
389.0,476.0,252.0,7099.0,3797.0,3534.0
382.0,55.0,252.0,7099.0,3867.0,3818.0
380.0,42.0,248.0,7099.0,3945.0,4291.0
382.0,33.0,249.0,7099.0,3974.0,4718.0
382.0,32.0,252.0,7100.0,4116.0,5255.0
385.0,32.0,252.0,7100.0,4227.0,5846.0
384.0,32.0,247.0,7099.0,3680.0,6708.0
383.0,32.0,238.0,7100.0,3670.0,7329.0
382.0,31.0,238.0,7101.0,3671.0,7829.0
385.0,32.0,233.0,6815.0,3601.0,8067.0
382.0,32.0,228.0,7040.0,3681.0,8263.0
382.0,32.0,232.0,7103.0,3588.0,8792.0
384.0,31.0,228.0,7102.0,3670.0,9089.0
382.0,40.0,239.0,7102.0,3909.0,9219.0
386.0,226.0,261.0,7103.0,4341.0,9145.0
384.0,794.0,268.0,7104.0,4403.0,9238.0
370.0,1416.0,268.0,7101.0,4417.0,10040.0
372.0,1947.0,270.0,7102.0,4338.0,10760.0
362.0,2345.0,268.0,7101.0,4350.0,11481.0
376.0,2517.0,279.0,7101.0,4140.0,11799.0
375.0,2551.0,283.0,7101.0,3910.0,12195.0
376.0,2444.0,284.0,7102.0,3766.0,12202.0
373.0,1998.0,289.0,7100.0,3862.0,12195.0
375.0,1328.0,292.0,7100.0,4003.0,12469.0
374.0,442.0,281.0,7100.0,4287.0,12328.0
378.0,96.0,265.0,7100.0,4791.0,12026.0
377.0,50.0,273.0,7101.0,4708.0,12741.0
378.0,38.0,281.0,7102.0,4233.0,12958.0
378.0,37.0,293.0,7099.0,3938.0,13093.0
370.0,35.0,291.0,7096.0,3962.0,13274.0
351.0,27.0,281.0,7097.0,3618.0,13380.0
332.0,26.0,275.0,7096.0,3642.0,13268.0
325.0,26.0,277.0,7097.0,3628.0,13648.0
328.0,25.0,270.0,7098.0,3418.0,13795.0
328.0,25.0,252.0,7099.0,3448.0,13750.0
333.0,25.0,273.0,7097.0,3671.0,13631.0
356.0,25.0,274.0,7098.0,3637.0,13504.0
378.0,33.0,280.0,7100.0,3700.0,13575.0
381.0,216.0,285.0,7099.0,3864.0,13613.0
379.0,755.0,289.0,7100.0,3856.0,13613.0
381.0,1329.0,305.0,7101.0,3933.0,13983.0
376.0,1759.0,315.0,7100.0,3898.0,14346.0
374.0,1935.0,318.0,7101.0,3829.0,14561.0
377.0,1988.0,322.0,7102.0,3897.0,14529.0
377.0,1958.0,320.0,7100.0,3827.0,14444.0
386.0,1691.0,323.0,7100.0,3835.0,14630.0
391.0,1341.0,326.0,7100.0,3882.0,14329.0
389.0,843.0,328.0,7100.0,4196.0,13309.0
392.0,282.0,327.0,7101.0,4448.0,12124.0
389.0,129.0,324.0,7103.0,4804.0,10837.0
388.0,129.0,326.0,7105.0,4919.0,9920.0
388.0,82.0,329.0,7105.0,4661.0,9228.0
391.0,46.0,329.0,7104.0,4682.0,8883.0
388.0,44.0,316.0,7103.0,4378.0,8464.0
327.0,38.0,290.0,7104.0,4863.0,4015.0
321.0,37.0,290.0,7104.0,4918.0,3899.0
341.0,36.0,278.0,7104.0,4693.0,3877.0
343.0,37.0,274.0,7107.0,4370.0,3807.0
342.0,35.0,283.0,7106.0,4380.0,3622.0
343.0,36.0,279.0,7103.0,4696.0,3623.0
348.0,37.0,270.0,7098.0,4679.0,3747.0
347.0,63.0,272.0,7100.0,5309.0,3666.0
347.0,70.0,283.0,7102.0,7244.0,3388.0
345.0,338.0,281.0,7101.0,7851.0,3288.0
342.0,888.0,283.0,7101.0,8487.0,3168.0
345.0,1363.0,286.0,7100.0,8798.0,2642.0
354.0,1646.0,289.0,7102.0,8349.0,2333.0
354.0,1735.0,291.0,7102.0,7995.0,2703.0
360.0,1721.0,292.0,7102.0,8077.0,3199.0
362.0,1421.0,298.0,7101.0,8022.0,3438.0
365.0,855.0,306.0,7100.0,7859.0,3437.0
366.0,202.0,308.0,7100.0,8603.0,3595.0
364.0,80.0,308.0,7101.0,9732.0,4147.0
358.0,79.0,311.0,7102.0,9907.0,4304.0
362.0,79.0,312.0,7103.0,9273.0,4226.0
364.0,45.0,311.0,7105.0,8128.0,4318.0
361.0,40.0,304.0,7104.0,7781.0,4359.0
360.0,41.0,301.0,7106.0,6439.0,4248.0
364.0,35.0,308.0,7108.0,3924.0,11298.0
360.0,36.0,308.0,7107.0,3759.0,10941.0
352.0,35.0,299.0,7107.0,3739.0,10521.0
332.0,31.0,256.0,7107.0,3649.0,10376.0
334.0,31.0,268.0,7106.0,3661.0,10204.0
338.0,32.0,253.0,7103.0,3842.0,9303.0
339.0,31.0,285.0,7103.0,3969.0,9048.0
340.0,43.0,308.0,7103.0,4985.0,9796.0
342.0,52.0,305.0,7100.0,5213.0,10674.0
342.0,309.0,323.0,7101.0,4864.0,12010.0
351.0,881.0,326.0,7102.0,4706.0,12765.0
352.0,1345.0,327.0,7103.0,4449.0,13273.0
351.0,1676.0,328.0,7103.0,4239.0,13881.0
355.0,1798.0,323.0,7102.0,4150.0,13956.0
349.0,1594.0,309.0,7103.0,4262.0,14013.0
318.0,1245.0,321.0,7100.0,4029.0,14062.0
318.0,813.0,324.0,7098.0,3992.0,13939.0
320.0,358.0,322.0,7100.0,4240.0,12644.0
330.0,74.0,308.0,7102.0,4561.0,11283.0
323.0,60.0,323.0,7103.0,4699.0,10691.0
350.0,59.0,312.0,7105.0,4550.0,10446.0
355.0,33.0,317.0,7107.0,4290.0,10076.0
357.0,33.0,316.0,7106.0,4320.0,9278.0
350.0,30.0,302.0,7105.0,4197.0,8985.0
312.0,54.0,277.0,7104.0,4264.0,6998.0
308.0,53.0,269.0,7106.0,3895.0,7544.0
300.0,54.0,292.0,7107.0,3739.0,7899.0
294.0,54.0,309.0,7106.0,3668.0,8258.0
307.0,53.0,308.0,7106.0,3679.0,8673.0
326.0,53.0,311.0,7107.0,3617.0,8982.0
331.0,52.0,316.0,7104.0,3697.0,9372.0
332.0,66.0,323.0,7102.0,4150.0,9877.0
334.0,340.0,320.0,7105.0,4024.0,9838.0
331.0,916.0,317.0,7103.0,3979.0,9610.0
334.0,1416.0,319.0,7102.0,4051.0,9983.0
339.0,1786.0,323.0,7102.0,4393.0,11237.0
346.0,1839.0,309.0,7101.0,4555.0,11676.0
346.0,1558.0,309.0,7099.0,4551.0,12809.0
343.0,1251.0,300.0,7098.0,4526.0,13327.0
340.0,849.0,311.0,7097.0,4321.0,13918.0
327.0,553.0,318.0,7097.0,4464.0,13634.0
333.0,363.0,318.0,7098.0,4716.0,13299.0
342.0,158.0,324.0,7097.0,4596.0,13127.0
341.0,42.0,324.0,7101.0,4586.0,13154.0
343.0,39.0,325.0,7103.0,4472.0,12445.0
345.0,25.0,322.0,7103.0,4370.0,12472.0
335.0,25.0,325.0,7102.0,4066.0,13119.0
327.0,25.0,317.0,7104.0,3964.0,13518.0
236.0,611.0,260.0,7096.0,4261.0,5602.0
241.0,607.0,261.0,7096.0,4265.0,5237.0
241.0,607.0,261.0,7093.0,4338.0,4816.0
241.0,585.0,261.0,7092.0,4336.0,4556.0
239.0,565.0,257.0,7092.0,4278.0,4091.0
237.0,451.0,261.0,7091.0,4463.0,3810.0
238.0,227.0,258.0,7092.0,4764.0,3490.0
235.0,102.0,259.0,7093.0,5349.0,3237.0
237.0,406.0,263.0,7095.0,5782.0,2782.0
240.0,1722.0,283.0,7096.0,5770.0,2230.0
246.0,3743.0,289.0,7095.0,5475.0,2016.0
243.0,4599.0,290.0,7094.0,5712.0,1945.0
245.0,4979.0,284.0,7096.0,5552.0,1924.0
235.0,5183.0,287.0,7096.0,5410.0,1922.0
234.0,5168.0,291.0,7096.0,5292.0,1929.0
243.0,5049.0,294.0,7095.0,5212.0,1967.0
245.0,4853.0,299.0,7094.0,5129.0,2090.0
242.0,4406.0,301.0,7094.0,5076.0,2254.0
245.0,3691.0,300.0,7092.0,5056.0,2588.0
244.0,2433.0,300.0,7090.0,4945.0,2972.0
246.0,995.0,302.0,7091.0,5216.0,3414.0
247.0,597.0,307.0,7092.0,5323.0,3967.0
249.0,552.0,313.0,7093.0,4891.0,4105.0
249.0,546.0,312.0,7092.0,4874.0,4002.0
237.0,653.0,283.0,7004.0,4184.0,3241.0
238.0,647.0,272.0,7008.0,4315.0,3191.0
240.0,646.0,273.0,7005.0,4200.0,3338.0
244.0,646.0,273.0,7006.0,4037.0,3398.0
244.0,644.0,275.0,7004.0,3937.0,3246.0
245.0,594.0,275.0,7010.0,3999.0,3006.0
242.0,426.0,273.0,7012.0,4385.0,2821.0
240.0,325.0,293.0,7008.0,4611.0,2715.0
238.0,881.0,292.0,7006.0,4896.0,2515.0
242.0,2743.0,301.0,6998.0,4401.0,2312.0
243.0,4323.0,303.0,6989.0,4159.0,2362.0
233.0,4915.0,296.0,6987.0,4045.0,2483.0
236.0,5213.0,303.0,6984.0,4107.0,2695.0
236.0,5345.0,303.0,6983.0,4046.0,2918.0
233.0,5341.0,304.0,6982.0,3997.0,3119.0
240.0,5265.0,298.0,6981.0,3971.0,3325.0
239.0,4991.0,296.0,6978.0,3899.0,3503.0
240.0,4603.0,304.0,6974.0,3914.0,3558.0
235.0,4069.0,302.0,6970.0,3953.0,3638.0
235.0,2902.0,301.0,6971.0,4147.0,3808.0
239.0,1443.0,306.0,6973.0,4394.0,4165.0
241.0,847.0,310.0,6975.0,4363.0,4671.0
243.0,767.0,311.0,6979.0,4397.0,4959.0
241.0,760.0,309.0,6979.0,4224.0,4988.0
364.0,386.0,307.0,4032.0,6201.0,4128.0
364.0,268.0,303.0,4020.0,5635.0,4000.0
364.0,187.0,302.0,3985.0,4964.0,3866.0
363.0,141.0,302.0,3898.0,4565.0,3842.0
357.0,136.0,295.0,3821.0,4722.0,3641.0
362.0,103.0,282.0,3825.0,4674.0,3571.0
363.0,61.0,281.0,3834.0,5413.0,3395.0
362.0,175.0,283.0,3845.0,5697.0,3091.0
362.0,641.0,276.0,3856.0,5869.0,2508.0
357.0,1981.0,278.0,3868.0,5234.0,2402.0
369.0,3441.0,282.0,3879.0,5274.0,2208.0
368.0,4092.0,282.0,3890.0,5297.0,2055.0
351.0,4549.0,281.0,3899.0,5334.0,2036.0
352.0,4642.0,276.0,3907.0,5437.0,2224.0
361.0,4611.0,260.0,3917.0,4969.0,2952.0
365.0,4497.0,260.0,3927.0,4890.0,3827.0
379.0,4265.0,261.0,3934.0,5047.0,4332.0
378.0,3956.0,260.0,3941.0,4555.0,4850.0
376.0,3535.0,260.0,3951.0,4669.0,5216.0
378.0,2550.0,260.0,4017.0,5000.0,5733.0
378.0,1429.0,260.0,4147.0,5384.0,5456.0
382.0,758.0,259.0,4179.0,5353.0,5598.0
376.0,616.0,239.0,4409.0,5521.0,5888.0
378.0,572.0,239.0,4615.0,5260.0,6246.0
347.0,798.0,249.0,5990.0,5022.0,7338.0
352.0,793.0,249.0,5991.0,4761.0,7207.0
353.0,792.0,248.0,5992.0,4396.0,7006.0
357.0,790.0,246.0,5992.0,4216.0,6524.0
352.0,790.0,245.0,5993.0,4265.0,6211.0
357.0,786.0,245.0,5994.0,4301.0,6037.0
358.0,634.0,243.0,5991.0,5026.0,5801.0
360.0,548.0,261.0,5989.0,5978.0,5452.0
362.0,1397.0,308.0,5988.0,6683.0,4838.0
